author_id,name,n_papers,h_corpus,cites_corpus,h_openalex,works_openalex,cites_openalex,institution,country,top_sleeve,distinct_sleeves,fwd_citers_total,top_paper_title,top_paper_cites
A5077273217,Eliyathamby A. Selvanathan,6,4,98,30,210,2813,Griffith University,AU,other,3,8,Stochastic Index Numbers: A Review,64
A5015554339,Nurul Shahnaz Mahdzan,8,4,138,20,75,1430,University of Malaya,MY,equity_xs,4,11,The Determinants of Life Insurance Demand: A Focus on Saving Motives and Financial Literacy,84
A5051949701,Baptiste Meunier,6,4,116,10,45,338,European Central Bank,FR,macro_regime,3,35,The interaction between macroprudential policy and monetary policy: Overview,54
A5040079898,Anna Zalewska,5,4,330,15,93,751,University of Leicester,GB,macro_regime,3,86,Non-Synchronous Trading and Testing for Market Integration in Central European Emerging Markets,107
A5007682560,Amir Moradi,7,4,93,7,29,253,HAN University of Applied Sciences,NL,vol_options,1,20,Introducing NBEATSx to realized volatility forecasting,36
A5075267644,Yannis Panagopoulos,5,4,207,13,34,467,Centre for Planning and Economic Research,GR,macro_regime,4,33,Interest rate pass-through in Europe and the US: Monetary policy after the financial crisis,94
A5080971738,Heather Mitchell,5,4,341,18,98,1012,RMIT University,AU,other,3,86,A multi-country study of power ARCH models and national stock market returns,123
A5002160277,Igor V. Evstigneev,9,4,112,22,208,2094,University of Manchester,GB,equity_xs,2,26,From Rags to Riches: On Constant Proportions Investment Strategies,59
A5005586420,Tavy Ronen,6,4,178,10,33,801,"Rutgers, The State University of New Jersey",US,microstructure,2,53,Trade and information in the corporate bond market,83
A5082180292,Wendong Zheng,8,4,126,7,36,221,Hong Kong University of Science and Technology,HK,vol_options,3,66,CLOSED FORM PRICING FORMULAS FOR DISCRETELY SAMPLED GENERALIZED VARIANCE SWAPS,90
A5065961306,Abobaker Al.Al. Hadood,5,4,89,5,12,113,Al Zawiya University,CY,macro_regime,2,32,"The Impacts of Country Risk, Global Economic Policy Uncertainty, and Macroeconomic Factors on the Turkish Tourism Indust",48
A5009841786,Andreas Veneris,7,4,85,28,224,3034,University of Toronto,CA,other,3,14,Variational Autoencoders: A Hands-Off Approach to Volatility,48
A5103235552,Adeel Riaz,5,4,103,10,18,337,Lingnan Normal University,CN,macro_regime,4,30,Impact of COVID-19 and economic policy uncertainty on China’s stock market returns: evidence from quantile-on-quantile a,42
A5046321426,Zhigang Pan,5,4,84,8,61,268,Southwest Jiaotong University,CN,commodities,3,28,Extreme risk transmission among bitcoin and crude oil markets,42
A5101761412,Nasir Khan,6,4,77,9,29,363,Paris School of Business,PK,macro_regime,2,25,How do global commodities react to increasing geopolitical risks? New insights into the Russia-Ukraine and Palestine-Isr,28
A5106317841,Sami Mejri,5,4,49,5,8,76,Tunis El Manar University,TN,macro_regime,2,18,How do global commodities react to increasing geopolitical risks? New insights into the Russia-Ukraine and Palestine-Isr,28
A5108593009,H. Swint Friday,7,4,82,11,48,410,Quality and Reliability (Greece),US,macro_regime,2,15,THE EFFECT OF EXTERNAL DEBT ON EMISSIONS: EVIDENCE FROM CHINA,35
A5011372906,İbrahim Halil Ekşi̇,7,4,74,13,74,429,Afyon Kocatepe University,TR,other,3,14,Market Reactions to the Israel-Hamas Conflict: A Comparative Event Study of the US and Chinese Markets,28
A5004107850,Hiroaki Kawashima,5,4,53,3,15,43,University of Hyogo,JP,other,2,10,Stock Price Prediction Using LLM-Based Sentiment Analysis,28
A5071507657,Steven D. Hanson,6,4,259,12,81,669,Michigan State University,US,commodities,5,39,"Production, Hedging, and Speculative Decisions with Options and Futures Markets",144
A5058899948,Frédéric Boissay,7,4,213,14,60,907,Bank for International Settlements,CH,other,4,22,Credit Chains and the Propagation of Financial Distress,79
A5033381409,Mirco Rubin,9,4,100,8,34,238,Ecole des Hautes Etudes Commerciales du Nord,FR,macro_regime,5,31,Inference in Group Factor Models With an Application to Mixed‐Frequency Data,58
A5058421980,C. Boucher,10,4,133,24,261,3045,Centre National de la Recherche Scientifique,FR,cross_asset,4,21,Risk models–at–risk,79
A5027966813,Oyakhilome Ibhagui,10,4,82,10,45,587,University of Kent,GB,other,3,23,Macroeconomic indicators and capital market performance: Are the links sustainable?,53
A5101188544,Jiawen Yang,5,4,80,36,205,4388,Shanghai Medical College of Fudan University,US,equity_xs,5,32,Value Premium In The Chinese Stock Market：Free Lunch Or Paid Lunch?,28
A5077980094,Paolo Paesani,5,4,113,8,82,277,University of Rome Tor Vergata,IT,microstructure,4,4,Inflation and inflation uncertainty in the euro area,89
A5031992368,Juan Montecino,5,4,158,8,32,281,National Bureau of Economic Research,US,macro_regime,2,28,Did Quantitative Easing Increase Income Inequality,75
A5059715623,Tezer Yelkenci,6,4,175,10,20,438,İzmir University of Economics,TR,commodities,4,54,Investigating the natural gas supply security: A new perspective,63
A5039617166,William R. Cline,5,4,208,35,190,5012,Peterson Institute for International Economics,,rates_credit,2,15,Policy and Performance Links between LDC Debtors and Industrial Nations,155
A5101542921,Rong Qi,6,4,284,15,61,1133,Chinese Academy of Sciences,US,other,2,8,The Sarbanes-Oxley act and corporate investment: A structural assessment ☆,92
A5036694383,Lars Andersson,5,4,185,28,199,3415,Umeå University,SE,other,3,12,"Commercial banking, insurance and economic growth in Sweden between 1830 and 1998",95
A5075019799,Pierpaolo Ferrari,5,4,105,6,50,251,Bocconi University,IT,cross_asset,2,12,Liquidity Risk Management in Banks: Economic and Regulatory Issues,37
A5085288369,Majdi Karmani,5,4,108,15,33,519,Excelia Business School,FR,cross_asset,3,16,"Is there a threshold effect in the liquidity risk–non‐performing loans relationship? A
 PSTR
 approach for
 MENA
 banks",38
A5101460927,Sekyung Oh,6,4,142,8,38,362,,,rates_credit,4,29,The relationship between developed equity markets and the Pacific Basin's emerging equity markets,120
A5059094093,Jakob Foerster,5,4,95,29,221,7442,University of Oxford,GB,other,1,10,Generative AI for End-to-End Limit Order Book Modelling: A Token-Level Autoregressive Generative Model of Message Flow U,35
A5005516592,Isabel Praça,5,4,141,29,291,3667,Art Research Centre of the Slovak Academy of Sciences,PT,cross_asset,2,12,Adaptive Portfolio Optimization for Multiple Electricity Markets Participation,70
A5078480131,Sascha Strobl,5,4,157,8,19,248,Dongbei University of Finance and Economics,CN,cross_asset,2,37,Measuring Systemic Risk: A Comparison of Alternative Market-Based Approaches,66
A5018629577,Murugappa Krishnan,5,4,230,11,35,434,Christ University,,equity_xs,3,75,Imperfect Competition in a Multi-security Market with Risk Neutrality,134
A5041370590,Xiaolu Wei,6,4,106,4,12,137,Wuhan Business University,CN,other,3,18,Agricultural commodity futures prices prediction via long- and short-term time series network,57
A5086361907,Md Iftekhar Hasan Chowdhury,5,4,122,12,18,427,Massey University,NZ,other,4,42,Connectedness of cryptocurrencies and prevailing uncertainties,52
A5068261741,Razvan Pascalau,11,4,131,9,57,426,SUNY Plattsburgh,,vol_options,4,64,Diversification in Funds of Hedge Funds: Is it Possible to Overdiversify?,84
A5030713532,Jiaqi Guo,8,4,97,12,32,515,Jiangsu University of Science and Technology,GB,equity_xs,3,37,Financial contagion effects of major crises in African stock markets,41
A5046118383,Anlong Li,5,4,211,24,135,1845,Chinese Academy of Medical Sciences & Peking Union Medical College,US,rates_credit,3,45,Three Essays on Contingent Claims Pricing,138
A5066282105,Julien Fouquau,6,4,129,15,70,1242,ESCP Business School,FR,equity_xs,5,34,Short-run electricity load forecasting with combinations of stationary wavelet transforms,61
A5037543473,Nityananda Sarkar,7,4,260,13,40,510,National Institute Of Technology Silchar,IN,other,5,37,A new estimator combining the ridge regression and the restricted least squares methods of estimation,137
A5013562158,Harold Ngalawa,7,4,176,13,71,593,University of KwaZulu-Natal,ZA,macro_regime,4,17,Dynamic Effects of Monetary Policy Shocks in Malawi,87
A5072201961,Nicola Viegi,5,4,238,17,93,838,University of Pretoria,ZA,macro_regime,2,40,An independent central bank faced with elected governments,92
A5080146132,Vı́ctor Pérez-Abreu,8,4,114,17,97,915,,,other,1,28,Matrix Subordinators and Related Upsilon Transformations,57
A5108875069,Sunghee Choi,5,4,111,8,102,263,"University of California, Santa Barbara",KR,cross_asset,4,38,Prediction of movement direction in crude oil prices based on semi-supervised learning,80
A5046723944,Valeria Bignozzi,6,4,150,12,38,660,University of Milano-Bicocca,IT,cross_asset,2,19,Robust and Pareto optimality of insurance contracts,65
A5077376563,KiHoon Hong,7,4,126,12,78,593,Hongik University,KR,trend_cta,3,47,Bitcoin as an alternative investment vehicle,65
A5087345671,Joey Yang,9,4,134,10,92,491,The University of Western Australia,AU,other,4,11,Multivariate GARCH hedge ratios and hedging effectiveness in Australian Futures Markets,104
A5071125905,Ronnie Shah,5,4,49,4,8,54,Deutsche Bank,US,other,2,19,Should You Tilt Your Equity Portfolio to Smaller Countries?,20
A5023900238,Gamini Premaratne,7,4,208,13,65,571,University of Illinois Urbana-Champaign,BN,cross_asset,3,58,Modeling Asymmetry and Excess Kurtosis in Stock Return Data,117
A5091254473,Lisa Sheenan,7,4,101,8,30,210,University College Dublin,GB,rates_credit,4,39,"Green Bonds, Conventional Bonds and Geopolitical Risk",34
A5067057571,Jitka Hilliard,17,4,120,10,54,339,Auburn University,US,vol_options,4,53,Size and price-to-book effects: Evidence from the Chinese stock markets,72
A5100340475,Haoran Zhang,5,4,99,5,18,113,Mongolian University of Science and Technology,US,equity_xs,2,49,Size and price-to-book effects: Evidence from the Chinese stock markets,72
A5090745602,Adel Daoud,5,4,69,22,171,1447,Linköping University,SE,other,1,2,Time Series of Satellite Imagery Improve Deep Learning Estimates of Neighborhood-Level Poverty in Africa,34
A5083148968,Özgür Kabak,5,4,117,27,136,2387,Istanbul Technical University,TR,cross_asset,2,10,Policy developments for the reduction of climate change impacts by the transportation sector,60
A5084206981,Francesca Carapella,6,4,106,10,51,442,Federal Reserve,US,other,2,19,The Financial Stability Implications of Digital Assets,40
A5080929742,Robert C. Hockett,7,4,94,18,287,1188,Cornell University,US,other,3,2,The Finance Franchise,68
A5079769914,Hiroshi Gunji,7,4,155,6,57,231,Nihon University,JP,macro_regime,1,46,Bank Profitability and the Bank Lending Channel : Evidence from China,88
A5064292242,Joseph Magnus Frimpong,6,4,137,15,52,738,Kwame Nkrumah University of Science and Technology,GH,cross_asset,5,23,When is Inflation Harmful? Estimating the Threshold Effect for Ghana,88
A5113967857,Suzanna‐Maria Paleologou,5,4,188,17,42,959,Aristotle University of Thessaloniki,GR,other,2,20,The Feldstein-Horioka puzzle across EU members: Evidence from the ARDL bounds approach and panel data,68
A5017944674,Hiroyuki Taguchi,5,4,139,28,328,3426,Nihon University,,macro_regime,3,8,THE ENVIRONMENTAL KUZNETS CURVE IN ASIA: THE CASE OF SULPHUR AND CARBON EMISSIONS,78
A5057584531,Andrey Kudryavtsev,6,4,194,12,56,510,The Max Stern Yezreel Valley College,IL,equity_xs,2,39,'Rational' or 'Intuitive': Are Behavioral Biases Correlated Across Stock Market Investors?,78
A5022805879,Erik Banks,8,4,201,17,308,1207,TD Bank,IT,rates_credit,3,4,"Alternative Risk Transfer: Integrated Risk Management through Insurance, Reinsurance, and the Capital Markets",105
A5060106216,Torjus Folsland Bolkesjø,5,4,133,30,90,2557,Norwegian University of Life Sciences,NO,cross_asset,3,5,Climate change and electricity demand in Brazil: A stochastic approach,67
A5059047039,Patrick Kuok-Kun Chu,6,4,97,6,11,141,University of Macau,MO,other,3,42,Tracking errors and their determinants: Evidence from Hong Kong exchange traded funds,67
A5084589000,Lane P. Hughston,5,4,163,29,224,4081,Artificial Intelligence in Medicine (Canada),GB,rates_credit,4,28,Information-Based Asset Pricing,96
A5091010084,Johan Duyvesteyn,6,4,88,6,18,134,Codarts Rotterdam,NL,equity_xs,3,28,Political Risk and Expected Government Bond Returns,42
A5054205093,Rajesh Pathak,8,4,100,13,84,699,Indian Institute of Management Raipur,TZ,other,5,47,Modelling the dynamics of Bitcoin and Litecoin: GARCH versus stochastic volatility models,54
A5041021564,Erwin Hansen,8,4,99,10,50,351,University of Chile,CL,equity_xs,5,38,Cross-asset contagion in the financial crisis: A Bayesian time-varying parameter approach,54
A5035056160,Zhenya Liu,9,4,102,9,32,317,Normandie Université,CN,macro_regime,6,23,"Big data, news diversity and financial market crash",33
A5100434068,Lei Zhang,7,4,89,7,36,224,Dongbei University of Finance and Economics,CN,other,2,30,Co-jump Dynamicity in the Cryptocurrency Market: A Network Modelling Perspective,33
A5009502267,Yan Chen,6,4,46,6,29,114,Hunan University,CN,other,2,26,Co-jump Dynamicity in the Cryptocurrency Market: A Network Modelling Perspective,33
A5042007721,Hakan YILDIRIM,6,4,96,11,42,427,İstanbul Gelişim Üniversitesi,TR,vol_options,4,39,"Predicting volatility of bitcoin returns with ARCH, GARCH and EGARCH models",33
A5079255462,Charlotte Strunk Hansen,6,4,230,7,17,220,Public and Science,,vol_options,2,95,New evidence on the implied-realized volatility relation,108
A5017813612,Heibatollah Sami,5,4,160,22,86,1978,Lehigh University,US,microstructure,2,52,"The role of cross-listing, foreign ownership and state ownership in dividend policy in an emerging market",80
A5024074738,Mousumi Bhattacharya,7,4,96,10,58,891,Indian Institute of Management Shillong,IN,other,4,19,Corporate governance and earnings management in banks: An empirical evidence from India,39
A5101936418,J.L.C. Ford,6,4,163,32,266,3717,Cornell University,GB,macro_regime,5,34,Bank loans and the effects of monetary policy in China: VAR/VECM approach,86
A5035580856,Sardar M. N. Islam,10,4,178,24,439,2309,Guru Nanak Dev University,MY,other,6,8,Corporate Governance and Performance: Evidence from an Emerging Market,83
A5033042029,Fauzias Mat Nor,5,4,128,16,106,844,Universiti Sains Islam Malaysia,,equity_xs,2,15,Stock Return Predictability with Financial Ratios,83
A5075426807,G. T. Garvey,11,4,100,53,298,11712,BlackRock (United States),US,other,5,30,How Brokers Facilitate Trade For Long-Term Clients in Competitive Securities Markets,44
A5067367364,Raffaele Mattera,10,4,82,13,105,616,"University of Campania ""Luigi Vanvitelli""",IT,other,5,26,Skewed non-Gaussian GARCH models for cryptocurrencies volatility modelling,49
A5037042074,Hiroyuki Aman,6,4,130,10,43,485,Kwansei Gakuin University,JP,equity_xs,2,27,An analysis of the impact of media coverage on stock price crashes and jumps: Evidence from Japan,76
A5042998282,Stefano Soccorsi,5,4,94,5,14,170,Lancaster University,GB,rates_credit,4,29,Dynamic factor model with infinite‐dimensional factor space: Forecasting,46
A5017445382,Ahmad Al–Qerem,5,4,50,20,178,1765,Zarqa University,JO,other,1,7,Feature Selection in Socio-Economic Analysis: A Multi-Method Approach for Accurate Predictive Outcomes,17
